system,code,display,priority,evidence
http://www.nlm.nih.gov/research/umls/rxnorm,"1549692","HYQVIA 5 GM / 50 ML Kit","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"902750","Hizentra","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809065","Hizentra 20 % Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809069","Hizentra 20 % in 10 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2268109","Hizentra 20 % in 10 ML Prefilled Syringe","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809067","Hizentra 20 % in 20 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2287159","Hizentra 20 % in 20 ML Prefilled Syringe","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809077","Hizentra 20 % in 5 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2268105","Hizentra 20 % in 5 ML Prefilled Syringe","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809063","Hizentra 20 % in 50 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2670629","Hizentra 20 % in 50 ML Prefilled Syringe","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2268107","Hizentra 200 MG/ML Prefilled Syringe","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1171272","Hizentra Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"226026","Octagam","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809500","Octagam 10 % Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809644","Octagam 50 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1180526","Octagam Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102436","Panzyga","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102442","Panzyga 100 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102439","Panzyga Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"758996","Privigen","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809518","Privigen 10 % Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1178922","Privigen Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196293","Xembify","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196299","Xembify 200 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196296","Xembify Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809436","gammaked 10 % in 10 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809441","gammaked 10 % in 100 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809445","gammaked 10 % in 200 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809439","gammaked 10 % in 25 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809440","gammaked 10 % in 50 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809580","gamunex-C 10 % in 10 mL Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809582","gamunex-C 10 % in 100 mL Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809583","gamunex-C 10 % in 200 mL Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809581","gamunex-C 10 % in 25 mL Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809584","gamunex-C 10 % in 400 mL Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809578","gamunex-C 10 % in 50 mL Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102433","immune globulin intravenous (human) - ifas","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102435","immune globulin intravenous (human) - ifas 10 % in 10 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102463","immune globulin intravenous (human) - ifas 10 % in 100 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102469","immune globulin intravenous (human) - ifas 10 % in 200 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102455","immune globulin intravenous (human) - ifas 10 % in 25 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102471","immune globulin intravenous (human) - ifas 10 % in 300 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102459","immune globulin intravenous (human) - ifas 10 % in 50 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102434","immune globulin intravenous (human) - ifas 100 MG/ML","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102441","immune globulin intravenous (human) - ifas 100 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102437","immune globulin intravenous (human) - ifas 100 MG/ML [Panzyga]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2663606","immune globulin intravenous (human) - ifas Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2646101","immune globulin intravenous (human) - ifas Injection","target","confirmed"
