system,code,display,keyword,include_reason
http://loinc.org,"34847-4","Surgery Consult note",surgery,"service"
http://loinc.org,"34853-2","Vascular surgery Consult note",surgery,"service"
http://loinc.org,"64057-3","Surgery Hospital Progress note",surgery,"service"
http://loinc.org,"68480-3","Surgery Attending Hospital Progress note",surgery,"service"
http://loinc.org,"68794-7","Pediatric surgery Diagnostic study note",surgery,"service"
http://loinc.org,"68795-4","Pediatric surgery Discharge summary",surgery,"service"
http://loinc.org,"68797-0","Pediatric surgery History and physical note",surgery,"service"
http://loinc.org,"68799-6","Pediatric surgery procedure note",surgery,"service"
http://loinc.org,"68800-2","Pediatric surgery Progress note",surgery,"service"
http://loinc.org,"68802-8","Pediatric surgery Hospital Consult note",surgery,"service"
http://loinc.org,"78280-5","Surgery Education note",surgery,"service"
http://loinc.org,"78322-5","Surgery procedure note",surgery,"service"
http://loinc.org,"78597-2","Vascular surgery Education note",surgery,"service"
http://loinc.org,"78606-1","Pediatric surgery Education note",surgery,"service"
http://loinc.org,"84013-2","Surgery Intensive care unit Discharge summary",surgery,"service"
http://loinc.org,"84015-7","Surgery Intensive care unit procedure note",surgery,"service"
http://loinc.org,"84017-3","Surgery Discharge summary",surgery,"service"
http://loinc.org,"84018-1","Surgery Outpatient Discharge summary",surgery,"service"
http://loinc.org,"84019-9","Surgery Outpatient History and physical note",surgery,"service"
http://loinc.org,"84021-5","Surgery Outpatient procedure note",surgery,"service"
http://loinc.org,"84048-8","Vascular surgery History and physical note",surgery,"service"
http://loinc.org,"84053-8","Vascular surgery procedure note",surgery,"service"
http://loinc.org,"85440-6","Vascular surgery Discharge summary",surgery,"service"
http://loinc.org,"85441-4","Vascular surgery Progress note",surgery,"service"
http://loinc.org,"85898-5","Surgery Diagnostic study note",surgery,"service"
http://loinc.org,"97574-8","Spinal surgery Progress note",surgery,"service"
http://loinc.org,"83982-9","Social worker Transplant candidate evaluation note","social work|transplant","service"
http://loinc.org,"100532-1","Social worker Outpatient Progress note","social work","service"
http://loinc.org,"100639-4","Social worker Hospital Progress note","social work","service"
http://loinc.org,"28656-7","Social worker Progress note","social work","service"
http://loinc.org,"34841-7","Social worker Consult note","social work","service"
http://loinc.org,"78607-9","Social worker Education note","social work","service"
http://loinc.org,"83956-3","Social worker Discharge summary","social work","service"
http://loinc.org,"83959-7","Social worker History and physical note","social work","service"
http://loinc.org,"83960-5","Social worker Patients home Consult note","social work","service"
http://loinc.org,"83961-3","Social worker Patients home Discharge summary","social work","service"
http://loinc.org,"83967-0","Social worker Long term care facility Consult note","social work","service"
http://loinc.org,"83968-8","Social worker Long term care facility Discharge summary","social work","service"
http://loinc.org,"100455-5","Clinical pathology Outpatient Progress note",pathology,"service"
http://loinc.org,"100563-6","Clinical pathology Hospital Progress note",pathology,"service"
http://loinc.org,"34122-2","Pathology procedure note",pathology,"service"
http://loinc.org,"60570-9","Pathology Consult note",pathology,"service"
http://loinc.org,"81191-9","Chemical pathology Consult note",pathology,"service"
http://loinc.org,"81192-7","Clinical pathology Consult note",pathology,"service"
http://loinc.org,"81193-5","Medical microbiology - pathology Consult note",pathology,"service"
http://loinc.org,"90010-0","Clinical pathology procedure note",pathology,"service"
http://loinc.org,"90011-8","Clinical pathology Progress note",pathology,"service"
http://loinc.org,"68808-5","Pediatric urology Preoperative evaluation and management note",operative|urology,"service"
http://loinc.org,"78735-8","Urology Preoperative evaluation and management note",operative|urology,"service"
http://loinc.org,"83701-3","Urology Attending Preoperative evaluation and management note",operative|urology,"service"
http://loinc.org,"84045-4","Urology Postoperative evaluation and management note",operative|urology,"service"
http://loinc.org,"68623-8","Heart failure+Transplant cardiology Preoperative evaluation and management note",operative|transplant,"service"
http://loinc.org,"68860-6","Pediatric transplant hepatology Preoperative evaluation and management note",operative|transplant,"service"
http://loinc.org,"68850-7","Transplant surgery Preoperative evaluation and management note","operative|surgery|transplant","service"
http://loinc.org,"34875-5","Surgery Postoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"34876-3","Surgery Preoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"68606-3","Surgery Hospital Postoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"68798-8","Pediatric surgery Preoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"78737-4","Vascular surgery Preoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"83675-9","Surgery Attending Postoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"83679-1","Vascular surgery Attending Preoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"84051-2","Vascular surgery Outpatient Postoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"84052-0","Vascular surgery Postoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"85945-4","Surgery Outpatient Postoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"85946-2","Surgery Outpatient Preoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"85948-8","Surgery Attending Preoperative evaluation and management note",operative|surgery,"service"
http://loinc.org,"103546-8","General medicine Preoperative evaluation and management note","operative","service"
http://loinc.org,"34123-0","Anesthesiology Hospital Preoperative evaluation and management note","operative","service"
http://loinc.org,"34751-8","Anesthesiology Preoperative evaluation and management note","operative","service"
http://loinc.org,"67860-7","Postoperative evaluation and management note","operative","service"
http://loinc.org,"67862-3","Preoperative evaluation and management note","operative","service"
http://loinc.org,"68610-5","Hospital Postoperative evaluation and management note","operative","service"
http://loinc.org,"68616-2","Adolescent medicine Preoperative evaluation and management note","operative","service"
http://loinc.org,"68657-6","Clinical genetics Preoperative evaluation and management note","operative","service"
http://loinc.org,"68678-2","Multi-specialty program Preoperative evaluation and management note","operative","service"
http://loinc.org,"68819-2","Pediatrics Preoperative evaluation and management note","operative","service"
http://loinc.org,"68828-3","Pediatrics Hospital Preoperative evaluation and management note","operative","service"
http://loinc.org,"83681-7","Anesthesiology Attending Preoperative evaluation and management note","operative","service"
http://loinc.org,"83820-1","Attending Preoperative evaluation and management note","operative","service"
http://loinc.org,"84061-1","Anesthesiology Postoperative evaluation and management note","operative","service"
http://loinc.org,"86450-4","Radiology Preoperative evaluation and management note","operative","service"
http://loinc.org,"90346-8","Nuclear medicine Postoperative evaluation and management note","operative","service"
http://loinc.org,"90347-6","Nuclear medicine Preoperative evaluation and management note","operative","service"
http://loinc.org,"90351-8","Radiology Postoperative evaluation and management note","operative","service"
http://loinc.org,"34877-1","Urology Surgical operation note","operation|surgical|urology","service"
http://loinc.org,"101049-5","Anesthesiology Surgical operation note","operation|surgical","service"
http://loinc.org,"11504-8","Surgical operation note","operation|surgical","service"
http://loinc.org,"34137-0","Outpatient Surgical operation note","operation|surgical","service"
http://loinc.org,"78380-3","Critical care medicine Surgical operation note","operation|surgical","service"
http://loinc.org,"83815-1","Attending Surgical operation note","operation|surgical","service"
http://loinc.org,"96376-9","Neonatal perinatal medicine Surgical operation note","operation|surgical","service"
http://loinc.org,"97693-6","Interventional radiology Surgical operation note","operation|surgical","service"
http://loinc.org,"78244-1","Transplant surgery Surgical operation note","operation|surgery|surgical|transplant","service"
http://loinc.org,"34874-8","Surgery Surgical operation note","operation|surgery|surgical","service"
http://loinc.org,"78243-3","Vascular surgery Surgical operation note","operation|surgery|surgical","service"
http://loinc.org,"78725-9","Pediatric surgery Surgical operation note","operation|surgery|surgical","service"
http://loinc.org,"83673-4","Surgery Attending Surgical operation note","operation|surgery|surgical","service"
http://loinc.org,"84020-7","Surgery Outpatient Surgical operation note","operation|surgery|surgical","service"
http://loinc.org,"28573-4","Physician, Operation note","operation","service"
http://loinc.org,"100719-4","Surgical oncology Discharge summary","oncology|surgical","service"
http://loinc.org,"101015-6","Surgical oncology History and physical note","oncology|surgical","service"
http://loinc.org,"103554-2","Surgical oncology Progress note","oncology|surgical","service"
http://loinc.org,"103804-1","Surgical oncology Outpatient Progress note","oncology|surgical","service"
http://loinc.org,"80801-4","Surgical oncology Consult note","oncology|surgical","service"
http://loinc.org,"80802-2","Surgical oncology Education note","oncology|surgical","service"
http://loinc.org,"80805-5","Surgical oncology Preoperative evaluation and management note","oncology|operative|surgical","service"
http://loinc.org,"68753-3","Pediatric hematology-oncology Preoperative evaluation and management note","oncology|operative","service"
http://loinc.org,"78242-5","Hematology+Medical oncology Surgical operation note","oncology|operation|surgical","service"
http://loinc.org,"80807-1","Surgical oncology Surgical operation note","oncology|operation|surgical","service"
http://loinc.org,"97705-8","Gynecologic oncology Surgical operation note","oncology|operation|surgical","service"
http://loinc.org,"100474-6","Hematology+Medical oncology Outpatient Progress note","oncology","service"
http://loinc.org,"100496-9","Oncology Outpatient Progress note","oncology","service"
http://loinc.org,"100509-9","Pediatric hematology-oncology Outpatient Progress note","oncology","service"
http://loinc.org,"100525-5","Radiation oncology Outpatient Progress note","oncology","service"
http://loinc.org,"100582-6","Hematology+Medical oncology Hospital Progress note","oncology","service"
http://loinc.org,"100604-8","Oncology Hospital Progress note","oncology","service"
http://loinc.org,"100617-0","Pediatric hematology-oncology Hospital Progress note","oncology","service"
http://loinc.org,"100631-1","Radiation oncology Hospital Progress note","oncology","service"
http://loinc.org,"101029-7","Hematology+Medical oncology History and physical note","oncology","service"
http://loinc.org,"107922-7","Oncology Medication management note","oncology","service"
http://loinc.org,"34805-2","Oncology Consult note","oncology","service"
http://loinc.org,"34831-8","Radiation oncology Consult note","oncology","service"
http://loinc.org,"68554-5","Hematology+Medical oncology Progress note","oncology","service"
http://loinc.org,"68748-3","Pediatric hematology-oncology Diagnostic study note","oncology","service"
http://loinc.org,"68749-1","Pediatric hematology-oncology Discharge summary","oncology","service"
http://loinc.org,"68751-7","Pediatric hematology-oncology History and physical note","oncology","service"
http://loinc.org,"68754-1","Pediatric hematology-oncology procedure note","oncology","service"
http://loinc.org,"68755-8","Pediatric hematology-oncology Progress note","oncology","service"
http://loinc.org,"68757-4","Pediatric hematology-oncology Hospital Consult note","oncology","service"
http://loinc.org,"78421-5","Oncology Discharge summary","oncology","service"
http://loinc.org,"78453-8","Oncology Education note","oncology","service"
http://loinc.org,"78465-2","Oncology History and physical note","oncology","service"
http://loinc.org,"78478-5","Oncology procedure note","oncology","service"
http://loinc.org,"78482-7","Oncology Progress note","oncology","service"
http://loinc.org,"78572-5","Radiation oncology Diagnostic study note","oncology","service"
http://loinc.org,"78595-6","Radiation oncology Education note","oncology","service"
http://loinc.org,"78656-6","Radiation oncology procedure note","oncology","service"
http://loinc.org,"78665-7","Radiation oncology Progress note","oncology","service"
http://loinc.org,"83685-8","Hematology+Medical oncology Attending Consult note","oncology","service"
http://loinc.org,"84139-5","Hematology+Medical oncology Discharge summary","oncology","service"
http://loinc.org,"84140-3","Hematology+Medical oncology Education note","oncology","service"
http://loinc.org,"84142-9","Hematology+Medical oncology Hospital Consult note","oncology","service"
http://loinc.org,"84144-5","Hematology+Medical oncology Medication management note","oncology","service"
http://loinc.org,"84145-2","Hematology+Medical oncology Outpatient Consult note","oncology","service"
http://loinc.org,"84147-8","Hematology+Medical oncology procedure note","oncology","service"
http://loinc.org,"85588-2","Hematology+Medical oncology Diagnostic study note","oncology","service"
http://loinc.org,"89802-3","Gynecologic oncology Progress note","oncology","service"
http://loinc.org,"89803-1","Gynecologic oncology procedure note","oncology","service"
http://loinc.org,"97683-7","Radiation oncology History and physical note","oncology","service"
http://loinc.org,"97701-7","Gynecologic oncology Discharge summary","oncology","service"
http://loinc.org,"97704-1","Radiation oncology Discharge summary","oncology","service"
http://loinc.org,"68771-5","Pediatric nephrology Preoperative evaluation and management note","nephrology|operative","service"
http://loinc.org,"96377-7","Nephrology Surgical operation note","nephrology|operation|surgical","service"
http://loinc.org,"100486-0","Nephrology Outpatient Progress note","nephrology","service"
http://loinc.org,"100594-1","Nephrology Hospital Progress note","nephrology","service"
http://loinc.org,"107924-3","Nephrology Medication management note","nephrology","service"
http://loinc.org,"34795-5","Nephrology Consult note","nephrology","service"
http://loinc.org,"68767-3","Pediatric nephrology Diagnostic study note","nephrology","service"
http://loinc.org,"68768-1","Pediatric nephrology Discharge summary","nephrology","service"
http://loinc.org,"68770-7","Pediatric nephrology History and physical note","nephrology","service"
http://loinc.org,"68868-9","Pediatric nephrology procedure note","nephrology","service"
http://loinc.org,"68869-7","Pediatric nephrology Hospital Consult note","nephrology","service"
http://loinc.org,"78419-9","Nephrology Discharge summary","nephrology","service"
http://loinc.org,"78430-6","Nephrology Education note","nephrology","service"
http://loinc.org,"78463-7","Nephrology History and physical note","nephrology","service"
http://loinc.org,"78474-4","Nephrology procedure note","nephrology","service"
http://loinc.org,"78480-1","Nephrology Progress note","nephrology","service"
http://loinc.org,"89032-7","Nephrology Telehealth Consult note","nephrology","service"
http://loinc.org,"93962-9","Nephrology Diagnostic study note","nephrology","service"
http://loinc.org,"85264-0","Infectious disease Transplant candidate evaluation note","infectious disease|transplant","service"
http://loinc.org,"68762-4","Pediatric infectious diseases Preoperative evaluation and management note","infectious disease|operative","service"
http://loinc.org,"100477-9","Infectious disease Outpatient Progress note","infectious disease","service"
http://loinc.org,"100510-7","Pediatric infectious diseases Outpatient Progress note","infectious disease","service"
http://loinc.org,"100585-9","Infectious disease Hospital Progress note","infectious disease","service"
http://loinc.org,"100618-8","Pediatric infectious diseases Hospital Progress note","infectious disease","service"
http://loinc.org,"103826-4","Infectious disease Medication management note","infectious disease","service"
http://loinc.org,"34781-5","Infectious disease Consult note","infectious disease","service"
http://loinc.org,"68760-8","Pediatric infectious diseases History and physical note","infectious disease","service"
http://loinc.org,"68763-2","Pediatric infectious diseases Progress note","infectious disease","service"
http://loinc.org,"68765-7","Pediatric infectious diseases Hospital Consult note","infectious disease","service"
http://loinc.org,"78258-1","Infectious disease Diagnostic study note","infectious disease","service"
http://loinc.org,"78281-3","Infectious disease Education note","infectious disease","service"
http://loinc.org,"78318-3","Infectious disease procedure note","infectious disease","service"
http://loinc.org,"78325-8","Infectious disease Progress note","infectious disease","service"
http://loinc.org,"94525-3","Infectious disease Discharge summary","infectious disease","service"
http://loinc.org,"97680-3","Infectious disease History and physical note","infectious disease","service"
http://loinc.org,"68550-3","Dermatology Preoperative evaluation and management note","dermatology|operative","service"
http://loinc.org,"68732-7","Pediatric dermatology Preoperative evaluation and management note","dermatology|operative","service"
http://loinc.org,"85887-8","Dermatology Postoperative evaluation and management note","dermatology|operative","service"
http://loinc.org,"84079-3","Dermatology Surgical operation note","dermatology|operation|surgical","service"
http://loinc.org,"100460-5","Dermatology Outpatient Progress note","dermatology","service"
http://loinc.org,"100506-5","Pediatric dermatology Outpatient Progress note","dermatology","service"
http://loinc.org,"100567-7","Dermatology Hospital Progress note","dermatology","service"
http://loinc.org,"100614-7","Pediatric dermatology Hospital Progress note","dermatology","service"
http://loinc.org,"103819-9","Dermatology Medication management note","dermatology","service"
http://loinc.org,"34758-3","Dermatology Consult note","dermatology","service"
http://loinc.org,"68551-1","Dermatology Hospital Consult note","dermatology","service"
http://loinc.org,"68731-9","Pediatric dermatology History and physical note","dermatology","service"
http://loinc.org,"68890-3","Pediatric dermatology procedure note","dermatology","service"
http://loinc.org,"68891-1","Pediatric dermatology Progress note","dermatology","service"
http://loinc.org,"68892-9","Pediatric dermatology Hospital Consult note","dermatology","service"
http://loinc.org,"78260-7","Dermatology Diagnostic study note","dermatology","service"
http://loinc.org,"78269-8","Dermatology Education note","dermatology","service"
http://loinc.org,"78314-2","Dermatology procedure note","dermatology","service"
http://loinc.org,"78326-6","Dermatology Progress note","dermatology","service"
http://loinc.org,"84077-7","Dermatology History and physical note","dermatology","service"
http://loinc.org,"84081-9","Dermatology Outpatient procedure note","dermatology","service"
http://loinc.org,"94519-6","Dermatology Discharge summary","dermatology","service"
http://loinc.org,"100438-1","Adolescent medicine Outpatient Progress note","","service"
http://loinc.org,"100439-9","Allergy and Immunology Outpatient Progress note","","service"
http://loinc.org,"100440-7","Allergy Outpatient Progress note","","service"
http://loinc.org,"100441-5","Attending Outpatient Progress note","","service"
http://loinc.org,"100444-9","Blood banking and transfusion medicine Outpatient Progress note","","service"
http://loinc.org,"100457-1","Consultant Outpatient Progress note","","service"
http://loinc.org,"100458-9","Outpatient COVID-19 Intubation Progress note","","service"
http://loinc.org,"100459-7","Outpatient COVID-19 Progress note","","service"
http://loinc.org,"100462-1","Dialysis and Therapeutic apheresis Outpatient Progress note","","service"
http://loinc.org,"100465-4","Family medicine Outpatient Progress note","","service"
http://loinc.org,"100473-8","Hematology Outpatient Progress note","","service"
http://loinc.org,"100476-1","Immunology Outpatient Progress note","","service"
http://loinc.org,"100478-7","Internal medicine Outpatient Progress note","","service"
http://loinc.org,"100480-3","Interventional radiology Outpatient Progress note","","service"
http://loinc.org,"100482-9","Medical Aid in Dying Outpatient Progress note","","service"
http://loinc.org,"100517-2","Pharmacogenomics Outpatient Progress note","","service"
http://loinc.org,"100526-3","Radiology Outpatient Progress note","","service"
http://loinc.org,"100529-7","Research Outpatient Progress note","","service"
http://loinc.org,"100538-8","Telehealth+Outpatient Progress note","","service"
http://loinc.org,"100539-6","Thromboembolism Outpatient Progress note","","service"
http://loinc.org,"100545-3","Wound care management Outpatient Progress note","","service"
http://loinc.org,"100548-7","Allergy and Immunology Hospital Progress note","","service"
http://loinc.org,"100549-5","Allergy Hospital Progress note","","service"
http://loinc.org,"100550-3","Attending Hospital Progress note","","service"
http://loinc.org,"100553-7","Blood banking and transfusion medicine Hospital Progress note","","service"
http://loinc.org,"100565-1","Consultant Hospital Progress note","","service"
http://loinc.org,"100569-3","Dialysis and Therapeutic apheresis Hospital Progress note","","service"
http://loinc.org,"100572-7","Family medicine Hospital Progress note","","service"
http://loinc.org,"100574-3","General medicine Hospital Progress note","","service"
http://loinc.org,"100578-4","Healthcare navigator Hospital Progress note","","service"
http://loinc.org,"100581-8","Hematology Hospital Progress note","","service"
http://loinc.org,"100584-2","Immunology Hospital Progress note","","service"
http://loinc.org,"100586-7","Internal medicine Hospital Progress note","","service"
http://loinc.org,"100588-3","Interventional radiology Hospital Progress note","","service"
http://loinc.org,"100590-9","Medical Aid in Dying Hospital Progress note","","service"
http://loinc.org,"100612-1","Pastoral care Hospital Progress note","","service"
http://loinc.org,"100624-6","Pharmacogenomics Hospital Progress note","","service"
http://loinc.org,"100625-3","Pharmacology Hospital Progress note","","service"
http://loinc.org,"100632-9","Radiology Hospital Progress note","","service"
http://loinc.org,"100644-4","Thromboembolism Hospital Progress note","","service"
http://loinc.org,"100649-3","Wound care management Hospital Progress note","","service"
http://loinc.org,"100651-9","Hospital COVID-19 Intubation Progress note","","service"
http://loinc.org,"100658-4","Hospital COVID-19 Progress note","","service"
http://loinc.org,"100721-0","Community health care Discharge summary","","service"
http://loinc.org,"100731-9","Urgent care center Discharge summary","","service"
http://loinc.org,"101005-7","Hospitalist Discharge summary","","service"
http://loinc.org,"101008-1","Medical Aid in Dying History and physical note","","service"
http://loinc.org,"101013-1","Community health care History and physical note","","service"
http://loinc.org,"101018-0","Hospitalist History and physical note","","service"
http://loinc.org,"101019-8","Nuclear medicine History and physical note","","service"
http://loinc.org,"101042-0","Urgent care center Progress note","","service"
http://loinc.org,"101043-8","Urgent care center Consult note","","service"
http://loinc.org,"101045-3","Hospitalist procedure note","","service"
http://loinc.org,"101046-1","Hospitalist Progress note","","service"
http://loinc.org,"101048-7","Hospitalist Consult note","","service"
http://loinc.org,"101886-0","General medicine Telephone encounter Consult note","","service"
http://loinc.org,"101889-4","Medical Aid in Dying Discharge summary","","service"
http://loinc.org,"101898-5","Interdisciplinary Progress note","","service"
http://loinc.org,"103799-3","Healthcare navigator Consult note","","service"
http://loinc.org,"103808-2","Allergy and Immunology Medication management note","","service"
http://loinc.org,"103809-0","Allergy Medication management note","","service"
http://loinc.org,"103818-1","Critical care medicine Medication management note","","service"
http://loinc.org,"103820-7","Dialysis Medication management note","","service"
http://loinc.org,"103821-5","Emergency medicine Medication management note","","service"
http://loinc.org,"103824-9","Hematology Medication management note","","service"
http://loinc.org,"104066-6","Hospitalist Outpatient Consult note","","service"
http://loinc.org,"104121-9","Vascular Access Consult note","","service"
http://loinc.org,"104122-7","Vascular Access Progress Note","","service"
http://loinc.org,"104124-3","Vascular Access History and physical note","","service"
http://loinc.org,"104582-2","Pediatrics Telephone encounter Consult note","","service"
http://loinc.org,"104585-5","Outpatient procedure note","","service"
http://loinc.org,"107918-5","Urgent care center Medication management note","","service"
http://loinc.org,"107950-8","Palliative care Medication management note","","service"
http://loinc.org,"107952-4","Nuclear medicine Medication management note","","service"
http://loinc.org,"11488-4","Consult note","","service"
http://loinc.org,"11490-0","Physician Discharge summary","","service"
http://loinc.org,"11492-6","Provider-unspecifed, History and physical note","","service"
http://loinc.org,"11505-5","Physician procedure note","","service"
http://loinc.org,"11506-3","Progress note","","service"
http://loinc.org,"15507-7","Emergency department Progress note","","service"
http://loinc.org,"18733-6","Attending Progress note","","service"
http://loinc.org,"18842-5","Discharge summary","","service"
http://loinc.org,"28569-2","Consultant Progress note","","service"
http://loinc.org,"28570-0","Procedure note","","service"
http://loinc.org,"28626-0","Physician History and physical note","","service"
http://loinc.org,"28655-9","Attending Discharge summary","","service"
http://loinc.org,"34100-8","Intensive care unit Consult note","","service"
http://loinc.org,"34101-6","General medicine Outpatient Consult note","","service"
http://loinc.org,"34104-0","Hospital Consult note","","service"
http://loinc.org,"34105-7","Hospital Discharge summary","","service"
http://loinc.org,"34106-5","Physician Hospital Discharge summary","","service"
http://loinc.org,"34117-2","History and physical note","","service"
http://loinc.org,"34121-4","Interventional procedure note","","service"
http://loinc.org,"34125-5","Case manager Patients home Progress note","","service"
http://loinc.org,"34126-3","Intensive care unit Progress note","","service"
http://loinc.org,"34129-7","Patients home Progress note","","service"
http://loinc.org,"34130-5","Hospital Progress note","","service"
http://loinc.org,"34131-3","Outpatient Progress note","","service"
http://loinc.org,"34132-1","Pharmacology Outpatient Progress note","","service"
http://loinc.org,"34749-2","Anesthesiology Outpatient Consult note","","service"
http://loinc.org,"34764-1","General medicine Consult note","","service"
http://loinc.org,"34820-1","Pharmacology Consult note","","service"
http://loinc.org,"34895-3","Education note","","service"
http://loinc.org,"34900-1","General medicine Progress note","","service"
http://loinc.org,"34901-9","General medicine Outpatient Progress note","","service"
http://loinc.org,"47046-8","Summary of death note","","service"
http://loinc.org,"51845-6","Outpatient Consult note","","service"
http://loinc.org,"51846-4","Emergency department Consult note","","service"
http://loinc.org,"59258-4","Emergency department Discharge summary","","service"
http://loinc.org,"64059-9","Critical care medicine Hospital Progress note","","service"
http://loinc.org,"67855-7","Outpatient Education note","","service"
http://loinc.org,"68469-6","Pastoral care Hospital Consult note","","service"
http://loinc.org,"68473-8","Critical care medicine Attending Hospital Progress note","","service"
http://loinc.org,"68475-3","General medicine Attending Hospital Progress note","","service"
http://loinc.org,"68586-7","Pharmacology Hospital Consult note","","service"
http://loinc.org,"68587-5","Pharmacology Hospital Medication management note","","service"
http://loinc.org,"68604-8","Radiology Diagnostic study note","","service"
http://loinc.org,"68607-1","Progress letter","","service"
http://loinc.org,"68611-3","Adolescent medicine Diagnostic study note","","service"
http://loinc.org,"68612-1","Adolescent medicine Discharge summary","","service"
http://loinc.org,"68614-7","Adolescent medicine History and physical note","","service"
http://loinc.org,"68617-0","Adolescent medicine Progress note","","service"
http://loinc.org,"68619-6","Adolescent medicine Hospital Consult note","","service"
http://loinc.org,"68625-3","Allergy and Immunology Diagnostic study note","","service"
http://loinc.org,"68626-1","Allergy and Immunology Discharge summary","","service"
http://loinc.org,"68628-7","Allergy and Immunology History and physical note","","service"
http://loinc.org,"68630-3","Allergy and Immunology procedure note","","service"
http://loinc.org,"68631-1","Allergy and Immunology Progress note","","service"
http://loinc.org,"68633-7","Allergy and Immunology Hospital Consult note","","service"
http://loinc.org,"68651-9","Clinical biochemical genetics Hospital Consult note","","service"
http://loinc.org,"68652-7","Clinical genetics Diagnostic study note","","service"
http://loinc.org,"68653-5","Clinical genetics Discharge summary","","service"
http://loinc.org,"68655-0","Clinical genetics History and physical note","","service"
http://loinc.org,"68658-4","Clinical genetics procedure note","","service"
http://loinc.org,"68659-2","Clinical genetics Progress note","","service"
http://loinc.org,"68661-8","Clinical genetics Hospital Consult note","","service"
http://loinc.org,"68673-3","Multi-specialty program Diagnostic study note","","service"
http://loinc.org,"68674-1","Multi-specialty program Discharge summary","","service"
http://loinc.org,"68676-6","Multi-specialty program History and physical note","","service"
http://loinc.org,"68679-0","Multi-specialty program Progress note","","service"
http://loinc.org,"68681-6","Multi-specialty program Hospital Consult note","","service"
http://loinc.org,"68683-2","Neonatal perinatal medicine History and physical note","","service"
http://loinc.org,"68685-7","Neonatal perinatal medicine Hospital Consult note","","service"
http://loinc.org,"68729-3","Pediatric critical care medicine Hospital procedure note","","service"
http://loinc.org,"68815-0","Pediatrics Discharge summary","","service"
http://loinc.org,"68817-6","Pediatrics History and physical note","","service"
http://loinc.org,"68820-0","Pediatrics procedure note","","service"
http://loinc.org,"68821-8","Pediatrics Hospital Consult note","","service"
http://loinc.org,"68822-6","Pediatrics Hospital Diagnostic study note","","service"
http://loinc.org,"68823-4","Pediatrics Hospital Discharge summary","","service"
http://loinc.org,"68825-9","Pediatrics Hospital History and physical note","","service"
http://loinc.org,"68829-1","Pediatrics Hospital procedure note","","service"
http://loinc.org,"68830-9","Pediatrics Hospital Progress note","","service"
http://loinc.org,"68840-8","Research Progress note","","service"
http://loinc.org,"70004-7","Diagnostic study note","","service"
http://loinc.org,"70006-2","Medication management note","","service"
http://loinc.org,"72555-6","Interventional radiology Consult note","","service"
http://loinc.org,"72556-4","Interventional radiology Progress note","","service"
http://loinc.org,"73575-3","Radiology Consult note","","service"
http://loinc.org,"74282-5","Individual counseling note","","service"
http://loinc.org,"75238-6","Interventional radiology procedure note","","service"
http://loinc.org,"75433-3","Interdisciplinary Education note","","service"
http://loinc.org,"75468-9","Pharmacology Medication management note","","service"
http://loinc.org,"75481-2","Preventive medicine Education note","","service"
http://loinc.org,"75486-1","Primary care Education note","","service"
http://loinc.org,"75488-7","Primary care Medication management note","","service"
http://loinc.org,"75497-8","Telehealth Progress note","","service"
http://loinc.org,"77403-4","Anesthesiology Consult note","","service"
http://loinc.org,"77404-2","Anesthesiology Education note","","service"
http://loinc.org,"77417-4","Critical care medicine Discharge summary","","service"
http://loinc.org,"77419-0","Critical care medicine Education note","","service"
http://loinc.org,"77420-8","Critical care medicine History and physical note","","service"
http://loinc.org,"77422-4","Critical care medicine procedure note","","service"
http://loinc.org,"77429-9","Allergy and Immunology Consult note","","service"
http://loinc.org,"77430-7","Allergy and Immunology Education note","","service"
http://loinc.org,"78251-6","Hematology Consult note","","service"
http://loinc.org,"78252-4","Multi-specialty program Consult note","","service"
http://loinc.org,"78253-2","Family medicine Consult note","","service"
http://loinc.org,"78254-0","Clinical genetics Consult note","","service"
http://loinc.org,"78255-7","Family medicine Diagnostic study note","","service"
http://loinc.org,"78264-9","General medicine Discharge summary","","service"
http://loinc.org,"78268-0","Multi-specialty program Education note","","service"
http://loinc.org,"78272-2","General medicine Education note","","service"
http://loinc.org,"78273-0","Emergency department Education note","","service"
http://loinc.org,"78274-8","Hematology Education note","","service"
http://loinc.org,"78276-3","Clinical genetics Education note","","service"
http://loinc.org,"78277-1","Family medicine Education note","","service"
http://loinc.org,"78307-6","Emergency department History and physical note","","service"
http://loinc.org,"78308-4","General medicine History and physical note","","service"
http://loinc.org,"78315-9","Family medicine procedure note","","service"
http://loinc.org,"78316-7","Emergency department procedure note","","service"
http://loinc.org,"78319-1","Hematology procedure note","","service"
http://loinc.org,"78320-9","General medicine procedure note","","service"
http://loinc.org,"78324-1","Family medicine Progress note","","service"
http://loinc.org,"78328-2","Hematology Progress note","","service"
http://loinc.org,"78405-8","Neonatal perinatal medicine Consult note","","service"
