system,code,display,keyword,include_reason
http://loinc.org,"78418-1","Neonatal perinatal medicine Discharge summary","","service"
http://loinc.org,"78429-8","Neonatal perinatal medicine Education note","","service"
http://loinc.org,"78473-6","Neonatal perinatal medicine procedure note","","service"
http://loinc.org,"78479-3","Neonatal perinatal medicine Progress note","","service"
http://loinc.org,"78496-7","Critical care medicine Consult note","","service"
http://loinc.org,"78574-1","Optometry Diagnostic study note","","service"
http://loinc.org,"78601-2","Pharmacology Education note","","service"
http://loinc.org,"78615-2","Pediatrics Education note","","service"
http://loinc.org,"78663-2","Palliative care Progress note","","service"
http://loinc.org,"78726-7","Pediatrics Consult note","","service"
http://loinc.org,"78732-5","Trauma Consult note","","service"
http://loinc.org,"80565-5","Medication administration record","","service"
http://loinc.org,"80569-7","Pharmacology Progress note","","service"
http://loinc.org,"80671-1","Pastoral care Progress note","","service"
http://loinc.org,"80736-2","Blood banking and transfusion medicine Consult note","","service"
http://loinc.org,"80820-4","Medication reconciliation form","","service"
http://loinc.org,"81196-8","Clinical pharmacology Consult note","","service"
http://loinc.org,"83786-4","Primary care Physician History and physical note","","service"
http://loinc.org,"83796-3","Physician Summary of death note","","service"
http://loinc.org,"83810-2","Physician assistant Discharge summary","","service"
http://loinc.org,"83812-8","Physician assistant History and physical note","","service"
http://loinc.org,"83819-3","Attending History and physical note","","service"
http://loinc.org,"83868-0","Preventive medicine Consult note","","service"
http://loinc.org,"83873-0","Primary care Consult note","","service"
http://loinc.org,"83909-2","Public health Consult note","","service"
http://loinc.org,"83931-6","Research Consult note","","service"
http://loinc.org,"83932-4","Research Discharge summary","","service"
http://loinc.org,"83935-7","Research Medication management note","","service"
http://loinc.org,"83938-1","Research procedure note","","service"
http://loinc.org,"83992-8","Spinal cord injury medicine Consult note","","service"
http://loinc.org,"83993-6","Spinal cord injury medicine Discharge summary","","service"
http://loinc.org,"83994-4","Spinal cord injury medicine Education note","","service"
http://loinc.org,"83995-1","Spinal cord injury medicine History and physical note","","service"
http://loinc.org,"83996-9","Spinal cord injury medicine Patients home Consult note","","service"
http://loinc.org,"84006-6","Spinal cord injury medicine procedure note","","service"
http://loinc.org,"84024-9","Team Discharge summary","","service"
http://loinc.org,"84062-9","Anesthesiology procedure note","","service"
http://loinc.org,"84088-4","Diabetology Medication management note","","service"
http://loinc.org,"84097-5","Endocrinology History and physical note","","service"
http://loinc.org,"84104-9","Gastroenterology History and physical note","","service"
http://loinc.org,"84115-5","Geriatric medicine Long term care facility Consult note","","service"
http://loinc.org,"84131-2","Primary care Patients home Consult note","","service"
http://loinc.org,"84132-0","Primary care Patients home Discharge summary","","service"
http://loinc.org,"84133-8","Primary care Patients home Medication management note","","service"
http://loinc.org,"84190-8","Medical toxicology Consult note","","service"
http://loinc.org,"84273-2","Nurse Summary of death note","","service"
http://loinc.org,"84303-7","Wound care management Consult note","","service"
http://loinc.org,"84347-4","Pastoral care Education note","","service"
http://loinc.org,"84349-0","Pastoral care Consult note","","service"
http://loinc.org,"85154-3","Pharmacology Discharge summary","","service"
http://loinc.org,"85160-0","Pharmacology Long term care facility Medication management note","","service"
http://loinc.org,"85166-7","Pharmacology Outpatient Medication management note","","service"
http://loinc.org,"85167-5","Pharmacology Patients home Medication management note","","service"
http://loinc.org,"85200-4","Observation unit Discharge summary","","service"
http://loinc.org,"85201-2","Observation unit History and physical note","","service"
http://loinc.org,"85203-8","Patients home History and physical note","","service"
http://loinc.org,"85207-9","Telehealth Education note","","service"
http://loinc.org,"85208-7","Telehealth Consult note","","service"
http://loinc.org,"85222-8","Case manager Consult note","","service"
http://loinc.org,"85223-6","Case manager Discharge summary","","service"
http://loinc.org,"85232-7","Tumor board Consult note","","service"
http://loinc.org,"85236-8","Internal medicine procedure note","","service"
http://loinc.org,"85238-4","Internal medicine Consult note","","service"
http://loinc.org,"85240-0","Internal medicine Intensive care unit Discharge summary","","service"
http://loinc.org,"85242-6","Internal medicine Intensive care unit procedure note","","service"
http://loinc.org,"85243-4","Internal medicine Discharge summary","","service"
http://loinc.org,"85244-2","Internal medicine Education note","","service"
http://loinc.org,"85245-9","Internal medicine History and physical note","","service"
http://loinc.org,"85257-4","Radiology Education note","","service"
http://loinc.org,"85261-6","Radiology procedure note","","service"
http://loinc.org,"85265-7","Internal medicine Pharmacist Medication management note","","service"
http://loinc.org,"85442-2","Hematology Discharge summary","","service"
http://loinc.org,"85470-3","Patients home Medication management note","","service"
http://loinc.org,"85471-1","Hospital Medication management note","","service"
http://loinc.org,"85849-8","Anesthesiology Recovery room Discharge summary","","service"
http://loinc.org,"85895-1","Nuclear medicine Diagnostic study note","","service"
http://loinc.org,"85899-3","Community health care Consult note","","service"
http://loinc.org,"87233-3","Dialysis Consult note","","service"
http://loinc.org,"87234-1","Dialysis Education note","","service"
http://loinc.org,"87235-8","Dialysis Discharge summary","","service"
http://loinc.org,"88640-8","Community health care Adult day care center Consult note","","service"
http://loinc.org,"88641-6","Community health care Adult day care center Discharge summary","","service"
http://loinc.org,"88644-0","Outpatient hospital Consult note","","service"
http://loinc.org,"88645-7","Outpatient hospital Discharge summary","","service"
http://loinc.org,"88693-7","Patients home Discharge summary","","service"
http://loinc.org,"89031-9","Hematology Telehealth Consult note","","service"
http://loinc.org,"89551-6","Environmental health Consult note","","service"
http://loinc.org,"89795-9","Blood banking and transfusion medicine Progress note","","service"
http://loinc.org,"89796-7","Blood banking and transfusion medicine procedure note","","service"
http://loinc.org,"89811-4","Anesthesiology Progress note","","service"
http://loinc.org,"89821-3","Wound care management Progress note","","service"
http://loinc.org,"89826-2","Clinical pharmacology procedure note","","service"
http://loinc.org,"90006-8","Pharmacogenomics Consult note","","service"
http://loinc.org,"90007-6","Pharmacogenomics Progress note","","service"
http://loinc.org,"90343-5","Nuclear medicine Consult note","","service"
http://loinc.org,"90350-0","Nuclear medicine procedure note","","service"
http://loinc.org,"90709-7","Adolescent medicine Consult note","","service"
http://loinc.org,"90876-4","Thromboembolism Progress note","","service"
http://loinc.org,"90877-2","Thromboembolism procedure note","","service"
http://loinc.org,"92915-8","Immunology Consult note","","service"
http://loinc.org,"93024-8","Pharmacist Consult note","","service"
http://loinc.org,"93900-9","Healthcare navigator Progress note","","service"
http://loinc.org,"93903-3","Healthcare navigator Discharge summary","","service"
http://loinc.org,"93960-3","Immunology Diagnostic study note","","service"
http://loinc.org,"93963-7","Pediatrics Diagnostic study note","","service"
http://loinc.org,"93964-5","Pharmacogenomics Diagnostic study note","","service"
http://loinc.org,"94319-1","Medical Aid in Dying Consult note","","service"
http://loinc.org,"94320-9","Medical Aid in Dying procedure note","","service"
http://loinc.org,"94515-4","Anesthesiology Discharge summary","","service"
http://loinc.org,"94522-0","Immunology Discharge summary","","service"
http://loinc.org,"94524-6","Interventional radiology Discharge summary","","service"
http://loinc.org,"94528-7","Thromboembolism Consult note","","service"
http://loinc.org,"94530-3","Thromboembolism Discharge summary","","service"
http://loinc.org,"94595-6","Pharmacology Telehealth Medication management note","","service"
http://loinc.org,"94749-9","Medical Aid in Dying Progress note","","service"
http://loinc.org,"94806-7","COVID-19 Intubation Consultation note","","service"
http://loinc.org,"94807-5","Attending COVID-19 Intubation Consultation note","","service"
http://loinc.org,"94808-3","Resident COVID-19 Intubation Consultation note","","service"
http://loinc.org,"94809-1","COVID-19 Intubation Progress note","","service"
http://loinc.org,"94810-9","COVID-19 Intubation Procedure note","","service"
http://loinc.org,"94814-1","Critical care medicine COVID-19 Consultation note","","service"
http://loinc.org,"95041-0","COVID-19 Progress note","","service"
http://loinc.org,"95132-7","Dialysis and Therapeutic apheresis Consult note","","service"
http://loinc.org,"95133-5","Dialysis and Therapeutic apheresis Discharge summary","","service"
http://loinc.org,"95134-3","Dialysis and Therapeutic apheresis Progress note","","service"
http://loinc.org,"95746-4","Immunology Progress note","","service"
http://loinc.org,"95748-0","Immunology Education note","","service"
http://loinc.org,"95750-6","Immunology procedure note","","service"
http://loinc.org,"95756-3","Allergy procedure note","","service"
http://loinc.org,"95757-1","Allergy Progress note","","service"
http://loinc.org,"95760-5","Allergy Education note","","service"
http://loinc.org,"95761-3","Allergy Consult note","","service"
http://loinc.org,"95762-1","Allergy Diagnostic study note","","service"
http://loinc.org,"96351-2","Urgent care center procedure note","","service"
http://loinc.org,"96353-8","Wound care management procedure note","","service"
http://loinc.org,"96378-5","Wound care management Discharge summary","","service"
http://loinc.org,"96379-3","Wound care management History and physical note","","service"
http://loinc.org,"96736-4","COVID-19 Procedure note","","service"
http://loinc.org,"96737-2","COVID-19 Consultation note","","service"
http://loinc.org,"97573-0","Mechanical circulatory support Progress note","","service"
http://loinc.org,"97578-9","Internal medicine Progress note","","service"
http://loinc.org,"97580-5","Radiology Progress note","","service"
http://loinc.org,"97663-9","Emergency medicine Emergency department Discharge summary","","service"
http://loinc.org,"97665-4","Emergency medicine Emergency department Education note","","service"
http://loinc.org,"97666-2","Emergency medicine Emergency department History and physical note","","service"
http://loinc.org,"97668-8","Emergency medicine Emergency department procedure note","","service"
http://loinc.org,"97669-6","Emergency medicine Emergency department Progress note","","service"
http://loinc.org,"97673-8","Interventional radiology History and physical note","","service"
http://loinc.org,"97676-1","Anesthesiology History and physical note","","service"
http://loinc.org,"97682-9","Pharmacology History and physical note","","service"
http://loinc.org,"97684-5","Radiology History and physical note","","service"
http://loinc.org,"97706-6","Multi-specialty program procedure note","","service"
http://loinc.org,"97723-1","Hematology History and physical note","","service"
http://loinc.org,"99481-4","Thromboembolism History and physical note","","service"
http://loinc.org,"99487-1","Family medicine History and physical note","","service"
http://loinc.org,"99490-5","Family medicine Discharge summary","","service"
