system,code,display,priority,evidence
http://www.nlm.nih.gov/research/umls/rxnorm,328160,cycloSPORINE 100 MG Oral Capsule,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,334294,"cycloSPORINE, modified 100 MG",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,348431,cycloSPORINE 1000 MG/ML Oral Solution,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,358763,cycloSPORINE 1000 MG/ML,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,363914,cycloSPORINE Oral Solution [Gengraf],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,363942,cycloSPORINE Oral Solution [Neoral],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,364418,cycloSPORINE Oral Solution [Sangcya],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,366173,cycloSPORINE Oral Capsule [Gengraf],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,366479,cycloSPORINE Oral Capsule [Neoral],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,366488,cycloSPORINE Oral Capsule [SandIMMUNE],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,371666,cycloSPORINE Oral Capsule,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,371667,cycloSPORINE Oral Solution,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,484788,cycloSPORINE microemulsion,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,486331,cycloSPORINE 100 MG/ML [SandIMMUNE],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,565430,cycloSPORINE 100 MG [SandIMMUNE],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,572889,cycloSPORINE 25 MG [SandIMMUNE],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,572895,cycloSPORINE 50 MG [SandIMMUNE],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,572915,cycloSPORINE 50 MG/ML [SandIMMUNE],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,572919,cycloSPORINE 100 MG/ML [Sangcya],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,583288,cycloSPORINE 100 MG [Cyslosporine],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,583289,cycloSPORINE Oral Capsule [Cyslosporine],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,583290,cycloSPORINE 100 MG Oral Capsule [Cyslosporine],high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,670177,cycloSPORINE 50 MG/ML Oral Solution,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835787,"cycloSPORINE, modified 100 MG [Gengraf]",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835835,GENGRAF 100 MG Oral Capsule,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835885,"cycloSPORINE, modified 100 MG/ML",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835886,"cycloSPORINE, modified 100 MG/ML Oral Solution",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835887,"cycloSPORINE, modified 100 MG/ML [Gengraf]",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835892,GENGRAF 100 MG in 1 mL Oral Solution,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835893,"cycloSPORINE, modified 25 MG",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835894,"cycloSPORINE, modified 25 MG Oral Capsule",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835895,"cycloSPORINE, modified 25 MG [Gengraf]",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835896,GENGRAF 25 MG Oral Capsule,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835897,"cycloSPORINE, modified 100 MG/ML [Neoral]",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835899,NEORAL 100 MG in 1 mL Oral Solution,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835900,"cycloSPORINE, modified 100 MG [Neoral]",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835901,"cycloSPORINE, modified 25 MG [Neoral]",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835909,Neoral 25 MG Oral Capsule,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835911,Neoral 100 MG Oral Capsule,high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835918,"cycloSPORINE, modified 10 MG",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835919,"cycloSPORINE, modified 10 MG Oral Capsule",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835924,"cycloSPORINE, modified 50 MG",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,835925,"cycloSPORINE, modified 50 MG Oral Capsule",high,confirmed
http://www.nlm.nih.gov/research/umls/rxnorm,94035,cycloSPORINE Oral Solution [SandIMMUNE],high,confirmed
